,datasets/IR-Plag-Dataset/case-01/original/T1.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/03/Nomor1_2451041557A22145B3701B0184109CAB013.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/04/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/05/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/02/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/11/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/10/Main.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/07/Main.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/09/t01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/08/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/01/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/06/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/15/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/12/T01.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/13/No1.java,datasets/IR-Plag-Dataset/case-01/non-plagiarized/14/Soal1.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L3/03/HelloWorld.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L3/04/hellow.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L3/05/Kasus1L3.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L3/02/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L3/01/L3.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L3/06/Level3.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L4/03/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L4/04/HelloWorld.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L4/05/hellow.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L4/02/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L4/01/L4.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L4/06/Level4.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L5/03/WelcomeToJava.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L5/04/hellow.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L5/05/PrintJava.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L5/02/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L5/01/L5.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L2/03/WelcomeToJava.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L2/04/hellow.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L2/05/PrintJava.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L2/02/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L2/01/L2.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/03/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/04/T1.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/05/HelloWorld.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/02/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/07/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/09/Level1.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/08/Kasus1L1.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/01/L1.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L1/06/HelloWorld.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/03/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/04/WelcomeToJava.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/05/HelloWorld.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/02/Main.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/07/PrintJava.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/09/Level6.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/08/Kasus1L6.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/01/L6.java,datasets/IR-Plag-Dataset/case-01/plagiarized/L6/06/hellow.java
datasets/IR-Plag-Dataset/case-01/original/T1.java,1.0,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.5094339622641509,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.5454545454545454,0.5346534653465347,1.0,0.5094339622641509,0.9915966386554622,1.0,0.96,1.0,1.0,1.0,0.9090909090909091,0.8115942028985508,0.9090909090909091,0.625,0.8787878787878788,0.8571428571428571,0.5585585585585585,0.8333333333333334,0.5409836065573771,0.5309734513274337,0.40707964601769914,0.9836065573770492,1.0,1.0,1.0,1.0,1.0,1.0,0.9915966386554622,1.0,1.0,1.0,1.0,1.0,1.0,0.5263157894736842,0.5645161290322581,0.39316239316239315,0.5344827586206896,0.5409836065573771,0.36065573770491804,0.4482758620689655,0.40707964601769914,0.8333333333333334
datasets/IR-Plag-Dataset/case-01/non-plagiarized/03/Nomor1_2451041557A22145B3701B0184109CAB013.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/04/T01.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/05/T01.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/02/T01.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/11/T01.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/10/Main.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/07/Main.java,0.5094339622641509,0.9425287356321839,0.9425287356321839,0.9425287356321839,0.9425287356321839,0.9425287356321839,0.9425287356321839,1.0,0.9425287356321839,0.9425287356321839,0.9425287356321839,0.9425287356321839,0.9176470588235294,0.9425287356321839,0.5849056603773585,0.8478260869565217,0.5714285714285714,0.5849056603773585,0.6486486486486487,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.4915254237288136,0.3225806451612903,0.4915254237288136,0.46938775510204084,0.3728813559322034,0.5555555555555556,0.5773195876288659,0.4745762711864407,0.7962962962962963,0.8686868686868687,0.7676767676767676,0.5925925925925926,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5714285714285714,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.5849056603773585,0.8,0.4727272727272727,0.6407766990291263,0.8235294117647058,0.7407407407407407,0.7222222222222222,0.7058823529411765,0.7070707070707071,0.4745762711864407
datasets/IR-Plag-Dataset/case-01/non-plagiarized/09/t01.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
datasets/IR-Plag-Dataset/case-01/non-plagiarized/08/T01.java,0.5346534653465347,1.0,1.0,1.0,1.0,1.0,1.0,0.9425287356321839,1.0,1.0,1.0,1.0,0.975,1.0,0.6138613861386139,0.896551724137931,0.6,0.6138613861386139,0.6226415094339622,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.49557522123893805,0.33613445378151263,0.49557522123893805,0.4946236559139785,0.3893805309734513,0.5619834710743802,0.6304347826086957,0.4778761061946903,0.7961165048543689,0.8723404255319149,0.8085106382978723,0.6213592233009708,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.6138613861386139,0.8,0.5142857142857142,0.673469387755102,0.7628865979381443,0.7378640776699029,0.6601941747572816,0.7216494845360825,0.7446808510638298,0.4778761061946903
